scenario_id,condition,repeat_id,js_to_reference,js_to_canonical,baseline_js,delta_js_vs_canonical
20260811-082,ablate-prior,1,0.06969113777823427,0.00018008763306711454,0.06322778987328595,0.006463347904948319
20260811-082,ablate-evidence,0,0.09458292539475757,0.003684081710695934,0.06322778987328595,0.03135513552147162
20260811-082,ablate-evidence,1,0.09458292539475757,0.003684081710695934,0.06322778987328595,0.03135513552147162
20260811-084,equiv-evidence-first,0,0.000731435780280093,0.027639557027205296,0.03174391885056264,-0.031012483070282544
20260811-083,equiv-evidence-first,0,0.19929029771002918,0.0507430961771676,0.06114434949478296,0.13814594821524623
20260811-084,equiv-evidence-first,1,0.0007692470602837071,0.02724838678646334,0.03174391885056264,-0.03097467179027893
20260811-083,ablate-evidence,0,0.5753317408991447,0.5065837336698575,0.06114434949478296,0.5141873914043618
20260811-083,ablate-definitions,1,0.186285213151143,0.05486538567894339,0.06114434949478296,0.12514086365636004
20260811-081,ablate-definitions,1,0.024951129110866666,0.13773003366330666,0.1876642143417646,-0.16271308523089795
20260811-084,ablate-definitions,0,0.00022978259779595715,0.03608701601992226,0.03174391885056264,-0.03151413625276668
20260811-083,ablate-prior,0,0.011584187500870178,0.019970484721923608,0.06114434949478296,-0.04956016199391278
20260811-084,ablate-definitions,1,0.0015672955617439502,0.021714875929339572,0.03174391885056264,-0.030176623288818687
20260811-084,equiv-prose,0,0.0028296676510889147,0.01585774708946605,0.03174391885056264,-0.028914251199473724
20260811-083,ablate-evidence,1,0.5785346290282902,0.5110044332389874,0.06114434949478296,0.5173902795335072
20260811-084,equiv-prose,1,0.001838760040781214,0.01841672021113781,0.03174391885056264,-0.029905158809781424
20260811-083,ablate-prior,1,0.011584187500870178,0.019970484721923608,0.06114434949478296,-0.04956016199391278
20260811-084,ablate-prior,1,0.024310470696401222,0.00068186288447452,0.03174391885056264,-0.007433448154161415
20260811-084,ablate-prior,0,0.0105000498953083,0.0057923516563376624,0.03174391885056264,-0.021243868955254337
20260811-084,ablate-evidence,0,0.08611008823769392,0.20932547625416187,0.03174391885056264,0.054366169387131284
20260811-084,ablate-evidence,1,0.06051459793653724,0.1710073166153243,0.03174391885056264,0.028770679085974603
20260811-085,ablate-definitions,0,0.02799228358585395,0.043155243866587104,0.0018514331979074205,0.02614085038794653
20260811-085,equiv-prose,1,0.0006920012733245716,0.004630826164628553,0.0018514331979074205,-0.001159431924582849
20260811-085,equiv-prose,0,0.0004860647842378349,0.004058602924054262,0.0018514331979074205,-0.0013653684136695856
20260811-085,ablate-definitions,1,0.028665537644307935,0.04396720967504024,0.0018514331979074205,0.026814104446400516
20260811-085,equiv-evidence-first,1,0.009058832803897215,0.018745648245577447,0.0018514331979074205,0.0072073996059897946
20260811-085,equiv-evidence-first,0,0.015982495187241205,0.028135451869416447,0.0018514331979074205,0.014131061989333784
20260811-085,ablate-evidence,0,0.004233587411709887,0.011533474795588968,0.0018514331979074205,0.0023821542138024667
20260811-086,equiv-evidence-first,0,0.29699704338004745,0.18199709895002372,0.0280672061124836,0.26892983726756386
20260811-086,equiv-evidence-first,1,0.29674452743948837,0.1816475030709635,0.0280672061124836,0.2686773213270048
20260811-085,ablate-prior,0,0.00029670745307247125,0.0006620444754399536,0.0018514331979074205,-0.0015547257448349492
20260811-085,ablate-prior,1,0.0015660781241148786,1.8247884245248966e-05,0.0018514331979074205,-0.0002853550737925419
20260811-085,ablate-evidence,1,0.012490766757918001,0.023541979992993907,0.0018514331979074205,0.01063933356001058
20260811-086,equiv-prose,1,0.14604548115131058,0.054393746684060926,0.0280672061124836,0.11797827503882698
20260811-087,equiv-evidence-first,0,0.016146954526129596,0.006852243063150812,0.0022428747400309117,0.013904079786098684
20260811-086,ablate-definitions,0,0.19372018133457058,0.09278264175839927,0.0280672061124836,0.165652975222087
20260811-086,ablate-prior,0,0.06254279573402995,0.0087735937320917,0.0280672061124836,0.03447558962154634
20260811-087,equiv-evidence-first,1,0.01722857696573565,0.007563164308268805,0.0022428747400309117,0.014985702225704738
20260811-086,equiv-prose,0,0.1296787821053038,0.04398803299858407,0.0280672061124836,0.10161157599282021
20260811-086,ablate-evidence,1,0.5499647762242335,0.4802275065384555,0.0280672061124836,0.5218975701117499
20260811-087,equiv-prose,0,0.00020790212783130993,0.0036143301140516794,0.0022428747400309117,-0.0020349726121996017
20260811-086,ablate-prior,1,0.10133568850696205,0.02691000824432061,0.0280672061124836,0.07326848239447845
20260811-087,ablate-definitions,1,2.7286381921695396e-05,0.0018025190912782404,0.0022428747400309117,-0.0022155883581092164
20260811-087,ablate-definitions,0,2.7286381921695396e-05,0.0018025190912782404,0.0022428747400309117,-0.0022155883581092164
20260811-087,ablate-prior,0,0.003126700802148849,0.00017931755434608674,0.0022428747400309117,0.0008838260621179374
20260811-087,ablate-prior,1,0.01103163429317316,0.003598366377128746,0.0022428747400309117,0.008788759553142247
20260811-124,equiv-evidence-first,0,0.09902639354265913,0.14724595527513584,0.0318713493108214,0.06715504423183774
20260811-124,equiv-prose,0,0.037355326213171516,0.0028061648185287724,0.0318713493108214,0.00548397690235012
20260811-087,equiv-prose,1,0.00032229572984521584,0.004050529232607917,0.0022428747400309117,-0.001920579010185696
20260811-124,equiv-prose,1,0.038452313943486305,0.003245547221058038,0.0318713493108214,0.006580964632664908
20260811-124,ablate-definitions,0,0.0449876882928212,0.06504544572013038,0.0318713493108214,0.013116338981999806
20260811-124,ablate-definitions,1,0.0337917695122146,0.03674033006907562,0.0318713493108214,0.0019204202013932067
20260811-124,equiv-evidence-first,1,0.09921032936830584,0.14709739165089492,0.0318713493108214,0.06733898005748445
20260811-087,ablate-evidence,1,0.024770152003455066,0.040639309346552334,0.0022428747400309117,0.022527277263424156
20260811-124,ablate-prior,0,0.020063426350317333,0.0034352095843039627,0.0318713493108214,-0.011807922960504064
20260811-087,ablate-evidence,0,0.013961931469869975,0.026575844013926014,0.0022428747400309117,0.011719056729839063
20260811-124,ablate-prior,1,0.018954317483093334,0.005984322481099931,0.0318713493108214,-0.012917031827728062
20260811-125,equiv-prose,0,0.045341621493292086,0.06890344948247848,0.1808101558838634,-0.13546853439057133
20260811-086,ablate-evidence,0,0.5516805667799474,0.4822599002871839,0.0280672061124836,0.5236133606674638
20260811-125,ablate-evidence,0,0.06128860796182933,0.38523195331933985,0.1808101558838634,-0.11952154792203407
20260811-125,equiv-prose,1,0.0448705357413419,0.07043273854463739,0.1808101558838634,-0.1359396201425215
20260811-125,equiv-evidence-first,0,0.08071102303918845,0.06781962392685534,0.1808101558838634,-0.10009913284467495
20260811-125,equiv-evidence-first,1,0.09926508259375512,0.056358194071687406,0.1808101558838634,-0.08154507329010828
20260811-125,ablate-definitions,0,0.10011202328757907,0.019870278403989687,0.1808101558838634,-0.08069813259628433
20260811-125,ablate-definitions,1,0.11277390983200629,0.013533253263247811,0.1808101558838634,-0.06803624605185711
20260811-125,ablate-prior,1,0.2566639618035422,0.02154678702443443,0.1808101558838634,0.07585380591967877
20260811-125,ablate-prior,0,0.2868235485686943,0.03716459683006014,0.1808101558838634,0.1060133926848309
20260811-126,equiv-evidence-first,0,0.23547603694229066,0.03976424363410641,0.14055514963037577,0.09492088731191489
20260811-126,equiv-evidence-first,1,0.23017671256640468,0.03595929690667385,0.14055514963037577,0.08962156293602891
20260811-126,equiv-prose,1,0.1597791858633331,0.0016417671033799631,0.14055514963037577,0.01922403623295732
20260811-126,equiv-prose,0,0.13294123540223157,0.00023318481519082933,0.14055514963037577,-0.007613914228144197
20260811-126,ablate-definitions,0,0.20213776275619655,0.023748154083810216,0.14055514963037577,0.06158261312582078
20260811-126,ablate-evidence,1,0.3604672283786313,0.15359018836617366,0.14055514963037577,0.21991207874825555
20260811-124,ablate-evidence,0,0.2469407237222942,0.399534936916336,0.0318713493108214,0.2150693744114728
20260811-126,ablate-prior,1,0.08237689047920888,0.027202183660227006,0.14055514963037577,-0.058178259151166895
20260811-127,equiv-prose,0,0.014359804629196223,0.0030279357559255785,0.030475107875268036,-0.016115303246071813
20260811-127,equiv-evidence-first,0,0.013372819216616007,0.0452734999887915,0.030475107875268036,-0.01710228865865203
20260811-125,ablate-evidence,1,0.05860431600321481,0.38014020221618994,0.1808101558838634,-0.12220583988064859
20260811-127,equiv-evidence-first,1,0.013270744096490147,0.04435643699680307,0.030475107875268036,-0.01720436377877789
20260811-126,ablate-definitions,1,0.2040216009258201,0.024709503826594002,0.14055514963037577,0.06346645129544434
20260811-127,equiv-prose,1,0.014904770214482985,0.0027868336597534184,0.030475107875268036,-0.015570337660785052
20260811-124,ablate-evidence,1,0.28752926950945124,0.45126762987138014,0.0318713493108214,0.2556579201986298
20260811-127,ablate-definitions,0,0.009503497852370032,0.006094718062009667,0.030475107875268036,-0.020971610022898005
20260811-127,ablate-prior,0,0.06737761173425463,0.014312990422056264,0.030475107875268036,0.03690250385898659
20260811-127,ablate-definitions,1,0.008800950211023985,0.006543936491389785,0.030475107875268036,-0.02167415766424405
20260811-126,ablate-prior,0,0.09322749466375914,0.02448420908344373,0.14055514963037577,-0.04732765496661663
20260811-127,ablate-evidence,0,0.08846771028456775,0.19585120624070484,0.030475107875268036,0.05799260240929971
20260811-127,ablate-prior,1,0.06700681833545208,0.014225743606719217,0.030475107875268036,0.03653171046018404
20260811-128,ablate-definitions,0,0.024630344401654045,0.04651122029273214,0.03114693233110912,-0.006516587929455076
20260811-128,equiv-evidence-first,0,0.06345284460796757,0.0882278202982156,0.03114693233110912,0.03230591227685845
20260811-127,ablate-evidence,1,0.10930918582213595,0.22595655051510455,0.030475107875268036,0.0788340779468679
20260811-128,equiv-evidence-first,1,0.06356941107195065,0.08898490348161861,0.03114693233110912,0.032422478740841525
20260811-128,equiv-prose,0,0.022389774000801627,0.008074784188029482,0.03114693233110912,-0.008757158330307494
20260811-128,equiv-prose,1,0.02219532474147088,0.008210448481193164,0.03114693233110912,-0.008951607589638241
20260811-126,ablate-evidence,0,0.35887727742341546,0.15204983617626877,0.14055514963037577,0.2183221277930397
20260811-086,ablate-definitions,1,0.1988391375348834,0.09725800615747521,0.0280672061124836,0.1707719314223998
20260811-128,ablate-definitions,1,0.024815548574428886,0.04741663277024402,0.03114693233110912,-0.006331383756680235
20260811-128,ablate-prior,1,0.03699645111180143,0.018637176331117743,0.03114693233110912,0.005849518780692307
20260811-128,ablate-prior,0,0.03699645111180143,0.018637176331117743,0.03114693233110912,0.005849518780692307
20260811-128,ablate-evidence,0,0.24055552909726496,0.34257440346871376,0.03114693233110912,0.20940859676615584
20260811-129,equiv-evidence-first,0,0.012519798667912592,0.00013093326733207527,0.01382893845453978,-0.0013091397866271878
20260811-128,ablate-evidence,1,0.21631475683483148,0.3121713835257154,0.03114693233110912,0.18516782450372235
20260811-129,equiv-prose,1,0.017876142469710882,0.011308570347295713,0.01382893845453978,0.004047204015171103
20260811-129,equiv-evidence-first,1,0.016330069115934077,0.004718030412925702,0.01382893845453978,0.0025011306613942977
20260811-129,equiv-prose,0,0.011510531609120751,0.004103799222446462,0.01382893845453978,-0.0023184068454190285
20260811-129,ablate-definitions,1,0.005674410806784291,0.012087322573005693,0.01382893845453978,-0.00815452764775549
20260811-130,equiv-evidence-first,0,0.09921032936830584,0.13259664335714383,0.028977878741281653,0.07023245062702418
20260811-129,ablate-prior,0,0.03685205407489753,0.04340553741667217,0.01382893845453978,0.023023115620357748
20260811-129,ablate-evidence,1,0.2853430114384598,0.3329799091133939,0.01382893845453978,0.27151407298392005
20260811-129,ablate-evidence,0,0.2853430114384598,0.3329799091133939,0.01382893845453978,0.27151407298392005
20260811-130,equiv-prose,0,0.0494676616529751,0.015027297871797483,0.028977878741281653,0.020489782911693448
20260811-130,equiv-evidence-first,1,0.09902639354265913,0.13274685544773984,0.028977878741281653,0.07004851480137747
20260811-130,equiv-prose,1,0.0430507771541069,0.010208088108456359,0.028977878741281653,0.014072898412825247
20260811-129,ablate-prior,1,0.01601713920397337,0.013441161288219032,0.01382893845453978,0.0021882007494335894
20260811-130,ablate-definitions,0,0.0446526208464356,0.054729761495860875,0.028977878741281653,0.015674742105153947
20260811-130,ablate-definitions,1,0.03667819724887912,0.037712178691898024,0.028977878741281653,0.007700318507597469
20260811-131,equiv-evidence-first,0,0.007866811655794257,0.007129898578180966,0.012098551753930535,-0.004231740098136278
20260811-130,ablate-prior,1,0.058776901211600716,0.024116946786572363,0.028977878741281653,0.029799022470319063
20260811-130,ablate-prior,0,0.09401725247937102,0.055941296086277244,0.028977878741281653,0.06503937373808938
20260811-130,ablate-evidence,1,0.3059777159637985,0.4615995956408103,0.028977878741281653,0.27699983722251686
20260811-131,equiv-prose,1,0.004988627085132688,0.0017570613682815917,0.012098551753930535,-0.007109924668797847
20260811-131,ablate-definitions,1,0.03692218944520602,0.025303342345803843,0.012098551753930535,0.024823637691275484
20260811-131,ablate-definitions,0,0.0352905023661422,0.022516202175129372,0.012098551753930535,0.023191950612211666
20260811-131,ablate-evidence,0,0.1271066085116063,0.1824668177574245,0.012098551753930535,0.11500805675767575
20260811-131,equiv-prose,0,0.01564784509324138,0.0016092768015058354,0.012098551753930535,0.0035492933393108453
20260811-131,equiv-evidence-first,1,0.007964440690858065,0.007449586262973937,0.012098551753930535,-0.00413411106307247
20260811-131,ablate-prior,0,0.05033785292667906,0.02803716816103284,0.012098551753930535,0.03823930117274853
20260811-131,ablate-prior,1,0.011863132502003292,0.0014752849396037597,0.012098551753930535,-0.00023541925192724356
20260811-130,ablate-evidence,0,0.2710524432585088,0.4178257156324633,0.028977878741281653,0.24207456451722714
20260811-131,ablate-evidence,1,0.11994627791208617,0.17390414159705042,0.012098551753930535,0.10784772615815563
20260811-129,ablate-definitions,0,0.015953640626459188,0.025796729736825372,0.01382893845453978,0.0021247021719194084
